id,feature,type,moderator,params
quadratic__growing_season_mean_lai,growing_season_mean_lai,quadratic,,{}
low_tail_q10__growing_season_mean_lai,growing_season_mean_lai,low_tail,,"{'q': 0.1, 'cut': -1.1166169677216986}"
hinge_low_q10__growing_season_mean_lai,growing_season_mean_lai,hinge_low,,"{'q': 0.1, 'cut': -1.1166169677216986}"
low_tail_q25__growing_season_mean_lai,growing_season_mean_lai,low_tail,,"{'q': 0.25, 'cut': -0.7756701011765046}"
hinge_low_q25__growing_season_mean_lai,growing_season_mean_lai,hinge_low,,"{'q': 0.25, 'cut': -0.7756701011765046}"
high_tail_q75__growing_season_mean_lai,growing_season_mean_lai,high_tail,,"{'q': 0.75, 'cut': 0.614477617816706}"
hinge_high_q75__growing_season_mean_lai,growing_season_mean_lai,hinge_high,,"{'q': 0.75, 'cut': 0.614477617816706}"
high_tail_q90__growing_season_mean_lai,growing_season_mean_lai,high_tail,,"{'q': 0.9, 'cut': 1.34882948275097}"
hinge_high_q90__growing_season_mean_lai,growing_season_mean_lai,hinge_high,,"{'q': 0.9, 'cut': 1.34882948275097}"
interaction_with_mean_annual_temperature__growing_season_mean_lai,growing_season_mean_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__growing_season_mean_lai,growing_season_mean_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__growing_season_mean_lai,growing_season_mean_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__growing_season_mean_lai,growing_season_mean_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__growing_season_mean_lai,growing_season_mean_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__lai,lai,linear,,{}
quadratic__lai,lai,quadratic,,{}
low_tail_q10__lai,lai,low_tail,,"{'q': 0.1, 'cut': -1.1166169677216986}"
hinge_low_q10__lai,lai,hinge_low,,"{'q': 0.1, 'cut': -1.1166169677216986}"
low_tail_q25__lai,lai,low_tail,,"{'q': 0.25, 'cut': -0.7756701011765046}"
hinge_low_q25__lai,lai,hinge_low,,"{'q': 0.25, 'cut': -0.7756701011765046}"
high_tail_q75__lai,lai,high_tail,,"{'q': 0.75, 'cut': 0.614477617816706}"
hinge_high_q75__lai,lai,hinge_high,,"{'q': 0.75, 'cut': 0.614477617816706}"
high_tail_q90__lai,lai,high_tail,,"{'q': 0.9, 'cut': 1.34882948275097}"
hinge_high_q90__lai,lai,hinge_high,,"{'q': 0.9, 'cut': 1.34882948275097}"
interaction_with_mean_annual_temperature__lai,lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__lai,lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__lai,lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__lai,lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__lai,lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__mean_lai,mean_lai,linear,,{}
quadratic__mean_lai,mean_lai,quadratic,,{}
low_tail_q10__mean_lai,mean_lai,low_tail,,"{'q': 0.1, 'cut': -0.9993988882668958}"
hinge_low_q10__mean_lai,mean_lai,hinge_low,,"{'q': 0.1, 'cut': -0.9993988882668958}"
low_tail_q25__mean_lai,mean_lai,low_tail,,"{'q': 0.25, 'cut': -0.7276468265179551}"
hinge_low_q25__mean_lai,mean_lai,hinge_low,,"{'q': 0.25, 'cut': -0.7276468265179551}"
high_tail_q75__mean_lai,mean_lai,high_tail,,"{'q': 0.75, 'cut': 0.5993121889188314}"
hinge_high_q75__mean_lai,mean_lai,hinge_high,,"{'q': 0.75, 'cut': 0.5993121889188314}"
high_tail_q90__mean_lai,mean_lai,high_tail,,"{'q': 0.9, 'cut': 1.2722789027455519}"
hinge_high_q90__mean_lai,mean_lai,hinge_high,,"{'q': 0.9, 'cut': 1.2722789027455519}"
interaction_with_mean_annual_temperature__mean_lai,mean_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__mean_lai,mean_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__mean_lai,mean_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__mean_lai,mean_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__mean_lai,mean_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__median_lai,median_lai,linear,,{}
quadratic__median_lai,median_lai,quadratic,,{}
low_tail_q10__median_lai,median_lai,low_tail,,"{'q': 0.1, 'cut': -0.8880105585704446}"
hinge_low_q10__median_lai,median_lai,hinge_low,,"{'q': 0.1, 'cut': -0.8880105585704446}"
low_tail_q25__median_lai,median_lai,low_tail,,"{'q': 0.25, 'cut': -0.6777617767078408}"
hinge_low_q25__median_lai,median_lai,hinge_low,,"{'q': 0.25, 'cut': -0.6777617767078408}"
high_tail_q75__median_lai,median_lai,high_tail,,"{'q': 0.75, 'cut': 0.5837309144677816}"
hinge_high_q75__median_lai,median_lai,hinge_high,,"{'q': 0.75, 'cut': 0.5837309144677816}"
high_tail_q90__median_lai,median_lai,high_tail,,"{'q': 0.9, 'cut': 1.2144772600555929}"
hinge_high_q90__median_lai,median_lai,hinge_high,,"{'q': 0.9, 'cut': 1.2144772600555929}"
interaction_with_mean_annual_temperature__median_lai,median_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__median_lai,median_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__median_lai,median_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__median_lai,median_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__median_lai,median_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__n_lai,n_lai,linear,,{}
quadratic__n_lai,n_lai,quadratic,,{}
low_tail_q10__n_lai,n_lai,low_tail,,"{'q': 0.1, 'cut': -1.0876776285798493}"
hinge_low_q10__n_lai,n_lai,hinge_low,,"{'q': 0.1, 'cut': -1.0876776285798493}"
low_tail_q25__n_lai,n_lai,low_tail,,"{'q': 0.25, 'cut': 0.30556533479627135}"
hinge_low_q25__n_lai,n_lai,hinge_low,,"{'q': 0.25, 'cut': 0.30556533479627135}"
high_tail_q75__n_lai,n_lai,high_tail,,"{'q': 0.75, 'cut': 0.32654790954591173}"
hinge_high_q75__n_lai,n_lai,hinge_high,,"{'q': 0.75, 'cut': 0.32654790954591173}"
high_tail_q90__n_lai,n_lai,high_tail,,"{'q': 0.9, 'cut': 0.3894956337948328}"
hinge_high_q90__n_lai,n_lai,hinge_high,,"{'q': 0.9, 'cut': 0.3894956337948328}"
interaction_with_mean_annual_temperature__n_lai,n_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__n_lai,n_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__n_lai,n_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__n_lai,n_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__n_lai,n_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p10_lai,p10_lai,linear,,{}
quadratic__p10_lai,p10_lai,quadratic,,{}
low_tail_q10__p10_lai,p10_lai,low_tail,,"{'q': 0.1, 'cut': -0.9132918018054884}"
hinge_low_q10__p10_lai,p10_lai,hinge_low,,"{'q': 0.1, 'cut': -0.9132918018054884}"
low_tail_q25__p10_lai,p10_lai,low_tail,,"{'q': 0.25, 'cut': -0.9132918018054884}"
hinge_low_q25__p10_lai,p10_lai,hinge_low,,"{'q': 0.25, 'cut': -0.9132918018054884}"
high_tail_q75__p10_lai,p10_lai,high_tail,,"{'q': 0.75, 'cut': 0.4106569766267987}"
hinge_high_q75__p10_lai,p10_lai,hinge_high,,"{'q': 0.75, 'cut': 0.4106569766267987}"
high_tail_q90__p10_lai,p10_lai,high_tail,,"{'q': 0.9, 'cut': 1.403618560451014}"
hinge_high_q90__p10_lai,p10_lai,hinge_high,,"{'q': 0.9, 'cut': 1.403618560451014}"
interaction_with_mean_annual_temperature__p10_lai,p10_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__p10_lai,p10_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__p10_lai,p10_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__p10_lai,p10_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p10_lai,p10_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__p90_lai,p90_lai,linear,,{}
quadratic__p90_lai,p90_lai,quadratic,,{}
low_tail_q10__p90_lai,p90_lai,low_tail,,"{'q': 0.1, 'cut': -1.1115705080999896}"
hinge_low_q10__p90_lai,p90_lai,hinge_low,,"{'q': 0.1, 'cut': -1.1115705080999896}"
low_tail_q25__p90_lai,p90_lai,low_tail,,"{'q': 0.25, 'cut': -0.6872265841397516}"
hinge_low_q25__p90_lai,p90_lai,hinge_low,,"{'q': 0.25, 'cut': -0.6872265841397516}"
high_tail_q75__p90_lai,p90_lai,high_tail,,"{'q': 0.75, 'cut': 0.6388481782359927}"
hinge_high_q75__p90_lai,p90_lai,hinge_high,,"{'q': 0.75, 'cut': 0.6388481782359927}"
high_tail_q90__p90_lai,p90_lai,high_tail,,"{'q': 0.9, 'cut': 1.3018855594238647}"
hinge_high_q90__p90_lai,p90_lai,hinge_high,,"{'q': 0.9, 'cut': 1.3018855594238647}"
interaction_with_mean_annual_temperature__p90_lai,p90_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__p90_lai,p90_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__p90_lai,p90_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__p90_lai,p90_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p90_lai,p90_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__sd_lai,sd_lai,linear,,{}
quadratic__sd_lai,sd_lai,quadratic,,{}
low_tail_q10__sd_lai,sd_lai,low_tail,,"{'q': 0.1, 'cut': -1.114680133448908}"
hinge_low_q10__sd_lai,sd_lai,hinge_low,,"{'q': 0.1, 'cut': -1.114680133448908}"
low_tail_q25__sd_lai,sd_lai,low_tail,,"{'q': 0.25, 'cut': -0.7317773122192084}"
hinge_low_q25__sd_lai,sd_lai,hinge_low,,"{'q': 0.25, 'cut': -0.7317773122192084}"
high_tail_q75__sd_lai,sd_lai,high_tail,,"{'q': 0.75, 'cut': 0.5292052072444009}"
hinge_high_q75__sd_lai,sd_lai,hinge_high,,"{'q': 0.75, 'cut': 0.5292052072444009}"
high_tail_q90__sd_lai,sd_lai,high_tail,,"{'q': 0.9, 'cut': 1.2664585910234485}"
hinge_high_q90__sd_lai,sd_lai,hinge_high,,"{'q': 0.9, 'cut': 1.2664585910234485}"
interaction_with_mean_annual_temperature__sd_lai,sd_lai,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__sd_lai,sd_lai,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__sd_lai,sd_lai,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__sd_lai,sd_lai,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__sd_lai,sd_lai,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__full_trait_with_isohydricity_ready,full_trait_with_isohydricity_ready,linear,,{}
linear__isohydricity_available,isohydricity_available,linear,,{}
linear__p50,p50,linear,,{}
quadratic__p50,p50,quadratic,,{}
low_tail_q10__p50,p50,low_tail,,"{'q': 0.1, 'cut': -0.9047412484688263}"
hinge_low_q10__p50,p50,hinge_low,,"{'q': 0.1, 'cut': -0.9047412484688263}"
low_tail_q25__p50,p50,low_tail,,"{'q': 0.25, 'cut': -0.6877223977346613}"
hinge_low_q25__p50,p50,hinge_low,,"{'q': 0.25, 'cut': -0.6877223977346613}"
high_tail_q75__p50,p50,high_tail,,"{'q': 0.75, 'cut': 0.33887367799091633}"
hinge_high_q75__p50,p50,hinge_high,,"{'q': 0.75, 'cut': 0.33887367799091633}"
high_tail_q90__p50,p50,high_tail,,"{'q': 0.9, 'cut': 1.1867674374239472}"
hinge_high_q90__p50,p50,hinge_high,,"{'q': 0.9, 'cut': 1.1867674374239472}"
interaction_with_mean_annual_temperature__p50,p50,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
interaction_with_mean_vpd__p50,p50,interaction,mean_vpd,{'moderator_family': 'baseline_vpd'}
interaction_with_mean_soil_moisture__p50,p50,interaction,mean_soil_moisture,{'moderator_family': 'baseline_soil_moisture'}
interaction_with_aridity__p50,p50,interaction,aridity,{'moderator_family': 'aridity'}
interaction_with_mean_annual_precipitation__p50,p50,interaction,mean_annual_precipitation,{'moderator_family': 'precipitation'}
linear__psi50,psi50,linear,,{}
quadratic__psi50,psi50,quadratic,,{}
low_tail_q10__psi50,psi50,low_tail,,"{'q': 0.1, 'cut': -0.9047412484688263}"
hinge_low_q10__psi50,psi50,hinge_low,,"{'q': 0.1, 'cut': -0.9047412484688263}"
low_tail_q25__psi50,psi50,low_tail,,"{'q': 0.25, 'cut': -0.6877223977346613}"
hinge_low_q25__psi50,psi50,hinge_low,,"{'q': 0.25, 'cut': -0.6877223977346613}"
high_tail_q75__psi50,psi50,high_tail,,"{'q': 0.75, 'cut': 0.33887367799091633}"
hinge_high_q75__psi50,psi50,hinge_high,,"{'q': 0.75, 'cut': 0.33887367799091633}"
high_tail_q90__psi50,psi50,high_tail,,"{'q': 0.9, 'cut': 1.1867674374239472}"
hinge_high_q90__psi50,psi50,hinge_high,,"{'q': 0.9, 'cut': 1.1867674374239472}"
interaction_with_mean_annual_temperature__psi50,psi50,interaction,mean_annual_temperature,{'moderator_family': 'temperature'}
